shipment_id,order_id,shipment_date,carrier,tracking_number,delivery_date,shipment_status
421,421,7/15/2024,UPS,TRK311170,7/17/2024,Pending
422,422,8/4/2024,DHL,TRK626183,8/7/2024,Delivered
423,423,1/14/2024,FedEx,TRK259022,1/20/2024,Shipped
424,424,8/8/2024,UPS,TRK924084,8/11/2024,Delivered
425,425,7/23/2024,DHL,TRK706699,7/30/2024,Delivered
426,426,1/4/2024,FedEx,TRK642088,1/5/2024,Pending
427,427,8/3/2024,UPS,TRK269438,8/7/2024,Cancelled
428,428,8/26/2024,DHL,TRK275277,8/31/2024,Shipped
429,429,10/24/2024,FedEx,TRK655388,10/30/2024,Delivered
430,430,3/7/2024,UPS,TRK203139,3/14/2024,Pending
431,431,6/16/2024,DHL,TRK773110,6/22/2024,Shipped
432,432,1/31/2024,FedEx,TRK488158,2/5/2024,Delivered
433,433,5/24/2024,UPS,TRK280799,5/26/2024,Delivered
434,434,4/11/2024,DHL,TRK556815,4/16/2024,Delivered
435,435,6/27/2024,FedEx,TRK340641,6/30/2024,Delivered
436,436,9/23/2024,UPS,TRK773942,10/1/2024,Delivered
437,437,7/18/2024,DHL,TRK496847,7/22/2024,Shipped
438,438,1/21/2024,FedEx,TRK245438,1/24/2024,Pending
439,439,9/13/2024,UPS,TRK455117,9/15/2024,Shipped
440,440,7/25/2024,DHL,TRK958649,8/1/2024,Shipped
441,441,4/27/2024,FedEx,TRK202721,4/30/2024,Shipped
442,442,12/28/2023,UPS,TRK485031,1/4/2024,Delivered
443,443,8/13/2024,DHL,TRK450288,8/15/2024,Pending
444,444,2/17/2024,FedEx,TRK892758,2/18/2024,Delivered
445,445,9/16/2024,UPS,TRK731193,9/20/2024,Pending
446,446,6/29/2024,DHL,TRK617617,7/6/2024,Pending
447,447,5/26/2024,FedEx,TRK448368,5/29/2024,Shipped
448,448,4/23/2024,UPS,TRK932532,4/26/2024,Delivered
449,449,8/11/2024,DHL,TRK168148,8/15/2024,Pending
450,450,9/6/2024,FedEx,TRK897073,9/11/2024,Shipped
451,451,2/11/2024,UPS,TRK672360,2/15/2024,Delivered
452,452,12/23/2023,DHL,TRK946833,12/29/2023,Delivered
453,453,7/22/2024,FedEx,TRK926699,7/29/2024,Shipped
454,454,8/10/2024,UPS,TRK226053,8/12/2024,Delivered
455,455,8/17/2024,DHL,TRK947783,8/19/2024,Shipped
456,456,2/4/2024,FedEx,TRK308298,2/11/2024,Shipped
457,457,8/30/2024,UPS,TRK328829,9/4/2024,Delivered
458,458,7/12/2024,DHL,TRK396211,7/20/2024,Shipped
459,459,7/31/2024,FedEx,TRK115558,8/3/2024,Shipped
460,460,8/12/2024,UPS,TRK795317,8/18/2024,Shipped
461,461,2/8/2024,DHL,TRK946614,2/13/2024,Shipped
462,462,10/26/2024,FedEx,TRK744128,10/31/2024,Pending
463,463,1/24/2024,UPS,TRK576158,1/31/2024,Delivered
464,464,3/1/2024,DHL,TRK395116,3/3/2024,Delivered
465,465,9/20/2024,FedEx,TRK664458,9/27/2024,Shipped
466,466,1/1/2024,UPS,TRK845206,1/4/2024,Delivered
467,467,2/3/2024,DHL,TRK765302,2/10/2024,Delivered
468,468,12/20/2023,FedEx,TRK584670,12/25/2023,Delivered
469,469,12/23/2023,UPS,TRK430705,12/30/2023,Shipped
470,470,2/14/2024,DHL,TRK059592,2/21/2024,Delivered
471,471,6/14/2024,FedEx,TRK818794,6/21/2024,Shipped
472,472,11/20/2023,UPS,TRK065834,11/25/2023,Shipped
473,473,4/20/2024,DHL,TRK946837,4/22/2024,Pending
474,474,10/5/2024,FedEx,TRK957898,10/12/2024,Shipped
475,475,10/27/2024,UPS,TRK062814,10/31/2024,Shipped
476,476,1/16/2024,DHL,TRK704316,1/23/2024,Delivered
477,477,3/25/2024,FedEx,TRK408374,3/28/2024,Delivered
478,478,2/17/2024,UPS,TRK659382,2/22/2024,Shipped
479,479,2/18/2024,DHL,TRK108712,2/19/2024,Shipped
480,480,3/14/2024,FedEx,TRK166691,3/21/2024,Pending
481,481,6/18/2024,UPS,TRK074698,6/25/2024,Shipped
482,482,4/18/2024,DHL,TRK300336,4/21/2024,Shipped
483,483,8/14/2024,FedEx,TRK255762,8/16/2024,Shipped
484,484,6/26/2024,UPS,TRK871671,7/3/2024,Shipped
485,485,11/13/2023,DHL,TRK463643,11/15/2023,Shipped
486,486,5/26/2024,FedEx,TRK514824,5/31/2024,Delivered
487,487,5/8/2024,UPS,TRK505308,5/13/2024,Cancelled
488,488,7/26/2024,DHL,TRK287855,8/2/2024,Shipped
489,489,7/9/2024,FedEx,TRK615781,7/15/2024,Shipped
490,490,9/28/2024,UPS,TRK505320,10/2/2024,Delivered
491,491,1/30/2024,DHL,TRK655294,2/6/2024,Shipped
492,492,12/1/2023,FedEx,TRK916851,12/6/2023,Shipped
493,493,7/10/2024,UPS,TRK007045,7/14/2024,Delivered
494,494,3/21/2024,DHL,TRK848018,3/26/2024,Delivered
495,495,11/18/2023,FedEx,TRK330029,11/25/2023,Delivered
496,496,4/24/2024,UPS,TRK148495,4/26/2024,Shipped
497,497,9/15/2024,DHL,TRK742389,9/16/2024,Shipped
498,498,3/4/2024,FedEx,TRK561633,3/9/2024,Delivered
499,499,8/30/2024,UPS,TRK937359,9/6/2024,Shipped
500,500,8/21/2024,DHL,TRK138357,8/23/2024,Delivered
501,501,12/22/2023,FedEx,TRK551386,12/27/2023,Delivered
502,502,9/16/2024,UPS,TRK416111,9/24/2024,Pending
503,503,9/16/2024,DHL,TRK582317,9/19/2024,Pending
504,504,7/13/2024,FedEx,TRK855137,7/19/2024,Pending
505,505,5/4/2024,UPS,TRK038585,5/9/2024,Shipped
506,506,6/5/2024,DHL,TRK324150,6/9/2024,Shipped
507,507,1/2/2024,FedEx,TRK750772,1/7/2024,Shipped
508,508,8/12/2024,UPS,TRK826574,8/14/2024,Delivered
509,509,4/6/2024,DHL,TRK679822,4/11/2024,Shipped
510,510,7/24/2024,FedEx,TRK051505,7/26/2024,Shipped
511,511,8/22/2024,UPS,TRK795363,8/30/2024,Delivered
512,512,6/26/2024,DHL,TRK062489,7/4/2024,Shipped
513,513,7/3/2024,FedEx,TRK109602,7/4/2024,Shipped
514,514,5/5/2024,UPS,TRK650740,5/11/2024,Shipped
515,515,9/29/2024,DHL,TRK976110,10/3/2024,Delivered
516,516,1/11/2024,FedEx,TRK161006,1/12/2024,Pending
517,517,9/15/2024,UPS,TRK137754,9/18/2024,Delivered
518,518,6/9/2024,DHL,TRK036134,6/11/2024,Delivered
519,519,8/31/2024,FedEx,TRK411852,9/1/2024,Cancelled
520,520,12/27/2023,UPS,TRK058639,1/2/2024,Delivered
521,521,3/4/2024,DHL,TRK530305,3/8/2024,Pending
522,522,6/7/2024,FedEx,TRK892262,6/9/2024,Delivered
523,523,3/4/2024,UPS,TRK870949,3/6/2024,Delivered
524,524,5/15/2024,DHL,TRK457453,5/17/2024,Delivered
525,525,4/27/2024,FedEx,TRK641635,5/5/2024,Pending
526,526,5/19/2024,UPS,TRK897073,5/24/2024,Delivered
527,527,12/24/2023,DHL,TRK381248,12/27/2023,Shipped
528,528,12/12/2023,FedEx,TRK609197,12/16/2023,Shipped
529,529,9/7/2024,UPS,TRK392546,9/14/2024,Shipped
530,530,9/22/2024,DHL,TRK201296,9/24/2024,Pending
531,531,8/21/2024,FedEx,TRK175199,8/28/2024,Pending
532,532,1/5/2024,UPS,TRK688894,1/7/2024,Delivered
533,533,10/18/2024,DHL,TRK228468,10/24/2024,Delivered
534,534,9/10/2024,FedEx,TRK069062,9/17/2024,Shipped
535,535,7/20/2024,UPS,TRK554156,7/27/2024,Pending
536,536,10/28/2024,DHL,TRK749840,11/2/2024,Delivered
537,537,7/11/2024,FedEx,TRK145231,7/12/2024,Delivered
538,538,2/26/2024,UPS,TRK734755,2/28/2024,Shipped
539,539,1/9/2024,DHL,TRK037960,1/13/2024,Pending
540,540,2/6/2024,FedEx,TRK535165,2/8/2024,Shipped
541,541,7/16/2024,UPS,TRK770539,7/23/2024,Cancelled
542,542,3/5/2024,DHL,TRK784688,3/10/2024,Shipped
543,543,4/8/2024,FedEx,TRK597141,4/15/2024,Shipped
544,544,4/21/2024,UPS,TRK998471,4/29/2024,Delivered
545,545,12/24/2023,DHL,TRK854191,12/26/2023,Shipped
546,546,9/29/2024,FedEx,TRK050308,10/3/2024,Shipped
547,547,1/23/2024,UPS,TRK447263,1/29/2024,Cancelled
548,548,1/28/2024,DHL,TRK411773,2/4/2024,Pending
549,549,1/8/2024,FedEx,TRK344782,1/11/2024,Pending
550,550,1/4/2024,UPS,TRK665132,1/9/2024,Shipped
551,551,9/16/2024,DHL,TRK824969,9/22/2024,Cancelled
552,552,3/9/2024,FedEx,TRK361597,3/13/2024,Delivered
553,553,4/18/2024,UPS,TRK175758,4/21/2024,Shipped
554,554,9/21/2024,DHL,TRK343650,9/28/2024,Shipped
555,555,7/2/2024,FedEx,TRK405249,7/6/2024,Delivered
556,556,10/5/2024,UPS,TRK115789,10/10/2024,Pending
557,557,5/2/2024,DHL,TRK617376,5/9/2024,Shipped
558,558,10/13/2024,FedEx,TRK704326,10/18/2024,Delivered
559,559,4/23/2024,UPS,TRK496525,4/28/2024,Shipped
560,560,7/4/2024,DHL,TRK003480,7/8/2024,Delivered
561,561,12/1/2023,FedEx,TRK388658,12/7/2023,Delivered
562,562,9/9/2024,UPS,TRK231583,9/14/2024,Pending
563,563,1/22/2024,DHL,TRK793924,1/25/2024,Shipped
564,564,12/28/2023,FedEx,TRK661961,12/30/2023,Cancelled
565,565,5/31/2024,UPS,TRK787575,6/4/2024,Delivered
566,566,6/13/2024,DHL,TRK479733,6/20/2024,Delivered
567,567,6/2/2024,FedEx,TRK553483,6/6/2024,Pending
568,568,1/18/2024,UPS,TRK754856,1/23/2024,Delivered
569,569,8/15/2024,DHL,TRK188830,8/20/2024,Delivered
570,570,5/20/2024,FedEx,TRK738336,5/22/2024,Delivered
571,571,1/24/2024,UPS,TRK479274,1/30/2024,Delivered
572,572,3/29/2024,DHL,TRK586086,4/5/2024,Delivered
573,573,12/18/2023,FedEx,TRK092660,12/21/2023,Shipped
574,574,9/25/2024,UPS,TRK775578,10/1/2024,Pending
575,575,9/30/2024,DHL,TRK402826,10/6/2024,Shipped
576,576,11/22/2023,FedEx,TRK405064,11/30/2023,Shipped
577,577,4/30/2024,UPS,TRK270678,5/3/2024,Delivered
578,578,5/18/2024,DHL,TRK481441,5/23/2024,Shipped
579,579,2/3/2024,FedEx,TRK972451,2/9/2024,Pending
580,580,3/12/2024,UPS,TRK436259,3/16/2024,Shipped
581,581,7/8/2024,DHL,TRK012523,7/10/2024,Shipped
582,582,10/12/2024,FedEx,TRK294265,10/19/2024,Pending
583,583,6/22/2024,UPS,TRK447411,6/24/2024,Shipped
584,584,12/13/2023,DHL,TRK705054,12/19/2023,Shipped
585,585,5/30/2024,FedEx,TRK547488,6/1/2024,Shipped
586,586,3/26/2024,UPS,TRK474169,3/27/2024,Shipped
587,587,9/20/2024,DHL,TRK823284,9/22/2024,Delivered
588,588,1/23/2024,FedEx,TRK005695,1/27/2024,Delivered
589,589,12/3/2023,UPS,TRK280480,12/7/2023,Pending
590,590,3/17/2024,DHL,TRK310477,3/22/2024,Delivered
591,591,8/30/2024,FedEx,TRK357247,9/6/2024,Shipped
592,592,9/13/2024,UPS,TRK677767,9/18/2024,Shipped
593,593,3/23/2024,DHL,TRK505708,3/25/2024,Delivered
594,594,1/28/2024,FedEx,TRK006552,1/30/2024,Pending
595,595,9/30/2024,UPS,TRK070244,10/3/2024,Shipped
596,596,7/25/2024,DHL,TRK489769,8/1/2024,Cancelled
597,597,8/12/2024,FedEx,TRK248923,8/17/2024,Shipped
598,598,10/24/2024,UPS,TRK545214,10/28/2024,Pending
599,599,3/14/2024,DHL,TRK279330,3/20/2024,Delivered
600,600,10/29/2024,FedEx,TRK376407,10/31/2024,Delivered
601,601,11/30/2023,UPS,TRK488965,12/6/2023,Pending
602,602,9/14/2024,DHL,TRK922301,9/18/2024,Pending
603,603,3/16/2024,FedEx,TRK434751,3/20/2024,Delivered
604,604,7/28/2024,UPS,TRK275593,8/1/2024,Delivered
605,605,5/2/2024,DHL,TRK233332,5/3/2024,Delivered
606,606,6/8/2024,FedEx,TRK202410,6/12/2024,Delivered
607,607,11/4/2024,UPS,TRK949631,11/6/2024,Pending
608,608,4/14/2024,DHL,TRK462005,4/20/2024,Shipped
609,609,5/6/2024,FedEx,TRK031157,5/13/2024,Pending
610,610,5/19/2024,UPS,TRK909073,5/27/2024,Shipped
611,611,5/1/2024,DHL,TRK724543,5/6/2024,Pending
612,612,2/22/2024,FedEx,TRK730181,2/26/2024,Shipped
613,613,9/15/2024,UPS,TRK172299,9/21/2024,Pending
614,614,10/19/2024,DHL,TRK769063,10/21/2024,Shipped
615,615,12/25/2023,FedEx,TRK477397,12/30/2023,Pending
616,616,5/8/2024,UPS,TRK806462,5/15/2024,Shipped
617,617,3/21/2024,DHL,TRK252673,3/27/2024,Delivered
618,618,12/31/2023,FedEx,TRK563983,1/3/2024,Delivered
619,619,5/18/2024,UPS,TRK721979,5/24/2024,Shipped
620,620,10/5/2024,DHL,TRK573167,10/6/2024,Pending
621,621,2/6/2024,FedEx,TRK022701,2/10/2024,Delivered
622,622,8/26/2024,UPS,TRK516645,9/1/2024,Delivered
623,623,10/29/2024,DHL,TRK197783,10/31/2024,Delivered
624,624,3/6/2024,FedEx,TRK696642,3/10/2024,Delivered
625,625,2/29/2024,UPS,TRK103172,3/7/2024,Pending
626,626,10/12/2024,DHL,TRK897073,10/17/2024,Shipped
627,627,7/16/2024,FedEx,TRK925953,7/21/2024,Delivered
628,628,11/3/2024,UPS,TRK001217,11/7/2024,Shipped
629,629,8/28/2024,DHL,TRK758999,9/1/2024,Pending
630,630,8/26/2024,FedEx,TRK677248,8/28/2024,Pending
631,631,2/22/2024,UPS,TRK007128,2/24/2024,Delivered
632,632,5/26/2024,DHL,TRK112602,5/30/2024,Shipped
633,633,1/5/2024,FedEx,TRK156744,1/12/2024,Shipped
634,634,1/16/2024,UPS,TRK425967,1/21/2024,Pending
635,635,6/24/2024,DHL,TRK614962,6/27/2024,Pending
636,636,3/29/2024,FedEx,TRK707533,3/30/2024,Delivered
637,637,10/14/2024,UPS,TRK920093,10/16/2024,Delivered
638,638,6/8/2024,DHL,TRK558088,6/12/2024,Pending
639,639,8/3/2024,FedEx,TRK375533,8/7/2024,Cancelled
640,640,1/21/2024,UPS,TRK681986,1/28/2024,Pending
641,641,10/15/2024,DHL,TRK314372,10/18/2024,Pending
642,642,1/25/2024,FedEx,TRK848162,1/26/2024,Delivered
643,643,11/19/2023,UPS,TRK173597,11/20/2023,Cancelled
644,644,8/18/2024,DHL,TRK875253,8/23/2024,Pending
645,645,5/6/2024,FedEx,TRK883816,5/7/2024,Delivered
646,646,5/2/2024,UPS,TRK932150,5/4/2024,Shipped
647,647,12/17/2023,DHL,TRK462896,12/18/2023,Pending
648,648,4/17/2024,FedEx,TRK021641,4/25/2024,Delivered
649,649,8/27/2024,UPS,TRK941818,8/31/2024,Shipped
650,650,5/5/2024,DHL,TRK640375,5/10/2024,Delivered
651,651,4/29/2024,FedEx,TRK161003,5/7/2024,Shipped
652,652,8/13/2024,UPS,TRK796933,8/16/2024,Shipped
653,653,2/28/2024,DHL,TRK134370,3/4/2024,Delivered
654,654,7/1/2024,FedEx,TRK999171,7/7/2024,Shipped
655,655,8/10/2024,UPS,TRK410898,8/13/2024,Shipped
656,656,8/16/2024,DHL,TRK697896,8/24/2024,Delivered
657,657,12/30/2023,FedEx,TRK928500,12/31/2023,Shipped
658,658,10/30/2024,UPS,TRK118650,11/3/2024,Delivered
659,659,5/1/2024,DHL,TRK728239,5/5/2024,Pending
660,660,9/17/2024,FedEx,TRK073500,9/20/2024,Shipped
661,661,2/24/2024,UPS,TRK210404,2/29/2024,Delivered
662,662,8/30/2024,DHL,TRK594890,9/5/2024,Shipped
663,663,10/12/2024,FedEx,TRK376743,10/17/2024,Pending
664,664,9/29/2024,UPS,TRK224462,10/1/2024,Shipped
665,665,9/15/2024,DHL,TRK656920,9/16/2024,Pending
666,666,6/16/2024,FedEx,TRK917510,6/20/2024,Pending
667,667,6/13/2024,UPS,TRK630880,6/17/2024,Delivered
668,668,7/25/2024,DHL,TRK507937,7/27/2024,Shipped
669,669,4/18/2024,FedEx,TRK725082,4/19/2024,Delivered
670,670,1/18/2024,UPS,TRK139100,1/24/2024,Shipped
671,671,10/31/2024,DHL,TRK222009,11/7/2024,Pending
672,672,5/30/2024,FedEx,TRK808266,6/2/2024,Shipped
673,673,7/4/2024,UPS,TRK829750,7/12/2024,Delivered
674,674,12/2/2023,DHL,TRK000056,12/6/2023,Shipped
675,675,7/10/2024,FedEx,TRK871018,7/18/2024,Pending
676,676,8/27/2024,UPS,TRK536686,8/30/2024,Delivered
677,677,9/22/2024,DHL,TRK495508,9/28/2024,Pending
678,678,5/23/2024,FedEx,TRK801807,5/28/2024,Delivered
679,679,5/21/2024,UPS,TRK820019,5/23/2024,Shipped
680,680,11/11/2023,DHL,TRK745400,11/12/2023,Pending
681,681,11/22/2023,FedEx,TRK089177,11/27/2023,Delivered
682,682,4/16/2024,UPS,TRK271292,4/19/2024,Pending
683,683,9/25/2024,DHL,TRK551900,9/30/2024,Shipped
684,684,11/18/2023,FedEx,TRK628969,11/26/2023,Delivered
685,685,8/25/2024,UPS,TRK496667,8/26/2024,Shipped
686,686,11/13/2023,DHL,TRK564988,11/20/2023,Pending
687,687,10/2/2024,FedEx,TRK204544,10/7/2024,Shipped
688,688,11/20/2023,UPS,TRK817751,11/26/2023,Shipped
689,689,9/8/2024,DHL,TRK880339,9/10/2024,Shipped
690,690,11/18/2023,FedEx,TRK083005,11/23/2023,Pending
691,691,8/14/2024,UPS,TRK815757,8/15/2024,Shipped
692,692,6/13/2024,DHL,TRK615991,6/18/2024,Delivered
693,693,6/19/2024,FedEx,TRK344733,6/25/2024,Delivered
694,694,10/29/2024,UPS,TRK896436,11/2/2024,Cancelled
695,695,4/11/2024,DHL,TRK310821,4/15/2024,Shipped
696,696,7/25/2024,FedEx,TRK681024,7/30/2024,Pending
697,697,4/20/2024,UPS,TRK805107,4/23/2024,Pending
698,698,4/8/2024,DHL,TRK526035,4/9/2024,Delivered
699,699,12/14/2023,FedEx,TRK992930,12/22/2023,Shipped
700,700,2/8/2024,UPS,TRK995933,2/10/2024,Delivered
701,701,7/16/2024,DHL,TRK336913,7/22/2024,Delivered
702,702,6/14/2024,FedEx,TRK017226,6/19/2024,Cancelled
703,703,4/22/2024,UPS,TRK163587,4/26/2024,Delivered
704,704,12/3/2023,DHL,TRK292600,12/5/2023,Pending
705,705,7/4/2024,FedEx,TRK752824,7/6/2024,Delivered
706,706,12/7/2023,UPS,TRK535762,12/15/2023,Delivered
707,707,8/6/2024,DHL,TRK533416,8/11/2024,Shipped
708,708,4/11/2024,FedEx,TRK289943,4/16/2024,Delivered
709,709,5/6/2024,UPS,TRK051897,5/10/2024,Delivered
710,710,11/8/2023,DHL,TRK786402,11/10/2023,Pending
711,711,12/1/2023,FedEx,TRK097271,12/3/2023,Shipped
712,712,8/14/2024,UPS,TRK720411,8/16/2024,Shipped
713,713,7/14/2024,DHL,TRK893564,7/21/2024,Pending
714,714,10/2/2024,FedEx,TRK605008,10/5/2024,Pending
715,715,11/24/2023,UPS,TRK080249,11/28/2023,Pending
716,716,11/30/2023,DHL,TRK681251,12/3/2023,Delivered
717,717,5/25/2024,FedEx,TRK882746,5/29/2024,Shipped
718,718,5/3/2024,UPS,TRK661084,5/5/2024,Shipped
719,719,3/24/2024,DHL,TRK829479,4/1/2024,Shipped
720,720,4/4/2024,FedEx,TRK960210,4/6/2024,Pending
721,721,9/14/2024,UPS,TRK433032,9/17/2024,Pending
722,722,12/21/2023,DHL,TRK492176,12/25/2023,Pending
723,723,4/21/2024,FedEx,TRK134896,4/27/2024,Delivered
724,724,11/26/2023,UPS,TRK583917,11/30/2023,Shipped
725,725,2/5/2024,DHL,TRK915760,2/9/2024,Pending
726,726,6/30/2024,FedEx,TRK570489,7/3/2024,Shipped
727,727,10/3/2024,UPS,TRK353660,10/8/2024,Cancelled
728,728,11/12/2023,DHL,TRK428457,11/18/2023,Pending
729,729,7/30/2024,FedEx,TRK763160,8/3/2024,Pending
730,730,5/8/2024,UPS,TRK838315,5/10/2024,Shipped
731,731,5/21/2024,DHL,TRK138335,5/25/2024,Shipped
732,732,3/7/2024,FedEx,TRK859101,3/13/2024,Pending
733,733,6/14/2024,UPS,TRK749704,6/22/2024,Shipped
734,734,7/1/2024,DHL,TRK671038,7/7/2024,Pending
735,735,5/27/2024,FedEx,TRK481728,5/31/2024,Shipped
736,736,7/30/2024,UPS,TRK748099,8/6/2024,Delivered
737,737,7/10/2024,DHL,TRK493443,7/15/2024,Shipped
738,738,8/30/2024,FedEx,TRK063434,9/2/2024,Shipped
739,739,1/9/2024,UPS,TRK518609,1/14/2024,Shipped
740,740,3/30/2024,DHL,TRK084053,3/31/2024,Pending
741,741,8/15/2024,FedEx,TRK068398,8/21/2024,Pending
742,742,8/31/2024,UPS,TRK856260,9/5/2024,Shipped
743,743,5/1/2024,DHL,TRK924466,5/6/2024,Shipped
744,744,7/19/2024,FedEx,TRK347367,7/25/2024,Delivered
745,745,1/22/2024,UPS,TRK667019,1/23/2024,Shipped
746,746,9/8/2024,DHL,TRK778524,9/15/2024,Shipped
747,747,4/24/2024,FedEx,TRK872460,4/27/2024,Delivered
748,748,9/21/2024,UPS,TRK022468,9/26/2024,Pending
749,749,2/13/2024,DHL,TRK551353,2/20/2024,Delivered
750,750,4/7/2024,FedEx,TRK864090,4/8/2024,Delivered
751,751,5/21/2024,UPS,TRK681090,5/29/2024,Delivered
752,752,7/2/2024,DHL,TRK408463,7/10/2024,Pending
753,753,11/20/2023,FedEx,TRK432069,11/22/2023,Shipped
754,754,7/14/2024,UPS,TRK542156,7/18/2024,Delivered
755,755,1/30/2024,DHL,TRK955243,2/7/2024,Shipped
756,756,7/23/2024,FedEx,TRK224157,7/25/2024,Delivered
757,757,5/30/2024,UPS,TRK170270,6/7/2024,Cancelled
758,758,11/12/2023,DHL,TRK193975,11/18/2023,Shipped
759,759,7/25/2024,FedEx,TRK951645,7/31/2024,Shipped
760,760,10/8/2024,UPS,TRK033920,10/13/2024,Shipped
761,761,12/2/2023,DHL,TRK808068,12/9/2023,Pending
762,762,6/23/2024,FedEx,TRK605866,6/27/2024,Shipped
763,763,12/20/2023,UPS,TRK822471,12/21/2023,Shipped
764,764,12/27/2023,DHL,TRK324083,12/31/2023,Delivered
765,765,1/13/2024,FedEx,TRK891251,1/18/2024,Pending
766,766,5/15/2024,UPS,TRK298256,5/17/2024,Shipped
767,767,3/2/2024,DHL,TRK541514,3/5/2024,Pending
768,768,11/1/2024,FedEx,TRK317042,11/7/2024,Delivered
769,769,2/20/2024,UPS,TRK446841,2/23/2024,Shipped
770,770,6/3/2024,DHL,TRK929711,6/6/2024,Pending
771,771,3/31/2024,FedEx,TRK882067,4/3/2024,Pending
1226,1226,7/17/2024,DHL,TRK052253,7/24/2024,Pending
772,772,3/15/2024,UPS,TRK678703,3/18/2024,Delivered
773,773,12/12/2023,DHL,TRK528683,12/19/2023,Shipped
774,774,5/8/2024,FedEx,TRK187766,5/12/2024,Pending
775,775,1/30/2024,UPS,TRK267259,2/4/2024,Delivered
776,776,9/1/2024,DHL,TRK571638,9/6/2024,Pending
777,777,12/5/2023,FedEx,TRK000419,12/11/2023,Delivered
778,778,8/15/2024,UPS,TRK024577,8/21/2024,Shipped
779,779,12/15/2023,DHL,TRK266197,12/21/2023,Delivered
780,780,1/9/2024,FedEx,TRK188032,1/14/2024,Shipped
781,781,7/15/2024,UPS,TRK062028,7/21/2024,Shipped
782,782,12/14/2023,DHL,TRK596032,12/20/2023,Delivered
783,783,5/4/2024,FedEx,TRK319149,5/9/2024,Shipped
784,784,12/26/2023,UPS,TRK646962,12/28/2023,Delivered
785,785,6/12/2024,DHL,TRK863817,6/15/2024,Delivered
786,786,3/23/2024,FedEx,TRK319671,3/28/2024,Delivered
787,787,3/1/2024,UPS,TRK362565,3/2/2024,Delivered
788,788,3/22/2024,DHL,TRK971840,3/23/2024,Shipped
789,789,6/10/2024,FedEx,TRK869220,6/17/2024,Delivered
790,790,6/17/2024,UPS,TRK410446,6/23/2024,Shipped
791,791,7/6/2024,DHL,TRK980817,7/11/2024,Pending
792,792,12/14/2023,FedEx,TRK262154,12/20/2023,Shipped
793,793,12/29/2023,UPS,TRK490592,1/4/2024,Delivered
794,794,12/2/2023,DHL,TRK149644,12/9/2023,Pending
795,795,8/30/2024,FedEx,TRK718801,9/3/2024,Shipped
796,796,2/21/2024,UPS,TRK227276,2/27/2024,Delivered
797,797,9/25/2024,DHL,TRK294980,9/29/2024,Delivered
798,798,10/12/2024,FedEx,TRK774462,10/16/2024,Delivered
799,799,4/7/2024,UPS,TRK851336,4/15/2024,Delivered
800,800,3/6/2024,DHL,TRK553551,3/12/2024,Shipped
801,801,6/28/2024,FedEx,TRK636346,7/3/2024,Delivered
802,802,10/14/2024,UPS,TRK492467,10/21/2024,Delivered
803,803,10/9/2024,DHL,TRK886843,10/11/2024,Delivered
804,804,6/28/2024,FedEx,TRK241193,7/1/2024,Shipped
805,805,5/18/2024,UPS,TRK437953,5/22/2024,Shipped
806,806,2/20/2024,DHL,TRK130055,2/27/2024,Delivered
807,807,5/9/2024,FedEx,TRK349824,5/12/2024,Delivered
808,808,7/15/2024,UPS,TRK670051,7/23/2024,Delivered
809,809,12/15/2023,DHL,TRK004821,12/19/2023,Delivered
810,810,10/30/2024,FedEx,TRK086531,11/1/2024,Delivered
811,811,5/17/2024,UPS,TRK331093,5/25/2024,Delivered
812,812,3/11/2024,DHL,TRK999174,3/16/2024,Pending
813,813,11/16/2023,FedEx,TRK222110,11/18/2023,Shipped
814,814,5/13/2024,UPS,TRK968370,5/19/2024,Delivered
815,815,12/21/2023,DHL,TRK467222,12/28/2023,Shipped
816,816,6/15/2024,FedEx,TRK404478,6/22/2024,Shipped
817,817,2/25/2024,UPS,TRK451333,3/3/2024,Delivered
818,818,12/19/2023,DHL,TRK149750,12/21/2023,Pending
819,819,6/25/2024,FedEx,TRK912507,6/26/2024,Pending
820,820,4/19/2024,UPS,TRK277163,4/23/2024,Pending
821,821,3/27/2024,DHL,TRK402154,4/3/2024,Pending
822,822,2/22/2024,FedEx,TRK958990,2/28/2024,Delivered
823,823,4/13/2024,UPS,TRK092014,4/14/2024,Delivered
824,824,11/27/2023,DHL,TRK268236,12/1/2023,Delivered
825,825,8/1/2024,FedEx,TRK292864,8/7/2024,Delivered
826,826,12/27/2023,UPS,TRK100991,1/3/2024,Shipped
827,827,10/5/2024,DHL,TRK389014,10/6/2024,Pending
828,828,11/13/2023,FedEx,TRK883329,11/17/2023,Shipped
829,829,10/8/2024,UPS,TRK840113,10/12/2024,Delivered
830,830,8/18/2024,DHL,TRK048095,8/23/2024,Delivered
831,831,7/22/2024,FedEx,TRK207214,7/26/2024,Delivered
832,832,9/22/2024,UPS,TRK933189,9/25/2024,Pending
833,833,7/3/2024,DHL,TRK251501,7/4/2024,Pending
834,834,3/31/2024,FedEx,TRK982830,4/5/2024,Shipped
835,835,11/27/2023,UPS,TRK626272,12/5/2023,Cancelled
836,836,5/14/2024,DHL,TRK767190,5/19/2024,Pending
837,837,6/23/2024,FedEx,TRK191934,7/1/2024,Cancelled
838,838,2/20/2024,UPS,TRK168943,2/24/2024,Shipped
839,839,12/9/2023,DHL,TRK172878,12/16/2023,Shipped
840,840,12/28/2023,FedEx,TRK132568,1/4/2024,Shipped
